"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
           0,      -3.702308807,      -16.35054871,      -16.83154985,      -7.944741795,               2.4,               2.4,         1.3740735,       1.400007601,       2.219825539
           1,      -3.841825964,      -3.630254783,      -3.505507974,      -8.228646865,              2.88,              2.88,       1.408369216,       1.663796591,       2.559604612
           2,       -4.01213651,      -3.829356749,      -3.722571442,      -8.589619396,             3.456,             3.456,        1.43396916,        1.87296595,       2.832121335
           3,      -4.112965267,       -3.96312372,      -3.821918952,      -8.864383927,            4.1472,            4.1472,       1.441201376,       2.022253685,        3.01909628
           4,      -4.175823207,       -4.05091258,      -3.879912188,      -9.084104637,           4.97664,           4.97664,       1.425128139,       2.106744328,       3.111180791
           5,      -4.223451502,      -4.118667123,      -3.925570243,      -9.205621014,          5.971968,          5.971968,       1.396948337,       2.155315488,       3.153754189
           6,       -4.26437348,      -4.178959171,      -3.965452648,      -9.309338921,         7.1663616,         7.1663616,       1.364422436,       2.184430279,       3.172760631
           7,      -4.302622102,      -4.233339693,      -4.003185045,      -9.392704787,        8.59963392,        8.59963392,       1.332420537,       2.204684619,       3.183409524
           8,       -4.33919887,      -4.282567544,      -4.039687883,      -9.465786048,        10.3195607,        10.3195607,       1.303011451,        2.22024048,       3.190621027
           9,         -4.374978,      -4.327834813,       -4.07541289,      -9.529308863,       12.38347284,       12.38347284,       1.276737546,       2.233073278,       3.196205967
          10,      -4.410352404,      -4.370447252,      -4.110537769,      -9.588630178,       14.86016741,       14.86016741,       1.253521701,       2.244328164,       3.200992995
